keyword,function_name,equipment_category_large,equipment_category_middle,confidence,company_count,source_match_count,equipment_count,hub_count,source_fields,source_examples,equipment_examples,discovery_method,evidence_template
소재,소재 관련 장비 검증,임상의료장비,임상측정/진단장비,0.685,1,1,4,3,btp_support_history.support_item,기업 #616#616 | btp_support_history.support_item | 스테인리스강 이형형상 소재 제조를 위한 최적화 냉간가공 인발 금형 설계 및 시제품 제작,듀얼 시선 추적장비#73 | 임상의료장비 > 임상측정/진단장비 > 달리 분류되지 않는 임상측정/진단장비 @ 엄궁단지 || 청정환기 소재 및 부품 복합 시험설비#134 | 기계가공/시험장비 > 달리 분류되지 않는 기계가공/시험장비 > x @ 지사단지 || 듀얼 시선 추적장비#330 | 임상의료장비 > 임상측정/진단장비 > 달리 분류되지 않는 임상측정/진단장비 @ 엄궁단지 || 만능재료 시험기#417 | 기계가공/시험장비 > 재료물성시험장비 > 만능시험기 @ 다대단지,direct-text-overlap,지원품목 데이터 1건에서 '{keyword}'가 반복되고 임상측정/진단장비 분류 장비 4건과 맞물려 {functionName}으로 보았습니다
적층,적층 관련 장비 검증,환경조성/생산/사육시설장비,생산시설장비,0.685,1,1,4,2,btp_support_history.support_item,기업 #2379#2379 | btp_support_history.support_item | 식생 걸림 최소화 구조의 고출력 무인선박 개발을 위한 최적화 구조 및 적층 방안 전문가 자문,나노스펙#172 | 물리적측정장비 > 길이/위치/자세측정장비 > 위치/자세측정장비 @ 장전단지 || 폴리젯 3D프린터#380 | 환경조성/생산/사육시설장비 > 생산시설장비 > 달리 분류되지 않는 생산시설장비 @ 엄궁단지 || 디지털라이트 3D프린터#385 | 환경조성/생산/사육시설장비 > 생산시설장비 > 달리 분류되지 않는 생산시설장비 @ 엄궁단지 || FDM 소형 3D프린터#386 | 환경조성/생산/사육시설장비 > 생산시설장비 > 달리 분류되지 않는 생산시설장비 @ 엄궁단지,direct-text-overlap,{sourceField}에 적힌 '{keyword}'가 1개 기업 이력에서 확인되어 {functionName} 연결 근거가 됩니다
능력,능력 관련 장비 검증,기계가공/시험장비,열유체장비,0.680,1,1,3,2,btp_support_history.main_product,"기업 #1786#1786 | btp_support_history.main_product | 기능성 깔창, 균형 능력 측정 장비","가습기, 제습기,히터, Heat Pump 평가설비#30 | 기계가공/시험장비 > 열유체장비 > 열교환기 @ 지사단지 || 환기용 공기청정기 성능평가 시스템#72 | 기계가공/시험장비 > 열유체장비 > 유체정화기 @ 지사단지 || 엑스 레이#176 | 광학/전자영상장비 > 카메라/영상처리장비 > X-선/자외선/적외선카메라 @ 장전단지",direct-text-overlap,{sourceField}의 '{keyword}' 제품 표현이 1개 기업에서 확인되어 {functionName} 근거로 사용했습니다
만족하는,만족하는 관련 장비 검증,물리적측정장비,음향/소음/진동/충격/초음파측정장비,0.680,1,1,3,1,btp_support_history.support_item,기업 #1730#1730 | btp_support_history.support_item | 영하 52℃ ARC7 ICE등급 및 IMO Polar Code를 만족하는 Mushroom Ventilator 사업화 지원,진동감지 평가시스템#285 | 물리적측정장비 > 음향/소음/진동/충격/초음파측정장비 > 진동계 @ 수안단지 || 에릭슨 도장시펀 박리시험기#389 | 기계가공/시험장비 > 재료물성시험장비 > 달리 분류되지 않는 재료물성시험장비 || 점도계#395 | 물리적측정장비 > 유체특성측정장비 > 점도계,direct-text-overlap,기업 문구와 장비 정보 양쪽에 '{keyword}'가 직접 나타나고 장비 3건이 확인되어 {functionName}으로 연결했습니다
진단,진단 관련 장비 검증,화합물전처리/분석장비,분광분석장비,0.680,1,1,3,2,btp_support_history.support_item,기업 #1878#1878 | btp_support_history.support_item | 근로자 안전을 위한 시스템 서포트 붕괴 위험 진단 센싱 환경 설계 및 실증,퓨리에 변환 적외선 분광기#87 | 화합물전처리/분석장비 > 분광분석장비 > 푸리에변환적외선분광기 || 재사용배터리 품질보증 평가시스템#341 | 전기/전자장비 > 측정시험장비 > 달리 분류되지 않는 측정시험장비 @ 생곡단지 || 3차원 발 측정 시스템#460 | 광학/전자영상장비 > 이미지분석장비 > 달리 분류되지 않는 이미지분석장비 @ 개금단지,direct-text-overlap,지원품목 데이터 1건에서 '{keyword}'가 반복되고 분광분석장비 분류 장비 3건과 맞물려 {functionName}으로 보았습니다
탈부착,탈부착 관련 장비 검증,기계가공/시험장비,자동화/이송 장비,0.680,1,1,3,2,btp_support_history.main_product,"기업 #2379#2379 | btp_support_history.main_product | 선박 파공방수패드, 원격 탈부착 사다리, 사다리 고정장치, 잔존유 배출장치, 화재 예방 제",혼합 시스템#96 | 기계가공/시험장비 > 열유체장비 > 건조기 @ 일광단지 || 산업용 드론 플랫폼 회전익 소형 포획#190 | 기계가공/시험장비 > 자동화/이송 장비 > 비행장비 @ 지사단지 || 산업용 드론 플랫폼 회전익 소형 포획#297 | 기계가공/시험장비 > 자동화/이송 장비 > 비행장비 @ 지사단지,direct-text-overlap,기업 제품군의 '{keyword}' 특성이 기계가공/시험장비 분류와 맞아 {functionName} 후보로 잡았습니다
화재,화재 관련 장비 검증,환경조성/생산/사육시설장비,환경조성형시설장비,0.680,1,1,3,3,btp_support_history.main_product,"기업 #2379#2379 | btp_support_history.main_product | 선박 파공방수패드, 원격 탈부착 사다리, 사다리 고정장치, 잔존유 배출장치, 화재 예방 제",일상생활 실증평가실#11 | 환경조성/생산/사육시설장비 > 환경조성형시설장비 > 사용환경모사시설장비 @ 다대단지 || 화재감시 센서 플랫폼#274 | 광학/전자영상장비 > 카메라/영상처리장비 > 모니터 @ 수안단지 || 복합소재 발연성 및 유독가스 측정장비#374 | 기계가공/시험장비 > 달리 분류되지 않는 기계가공/시험장비 > 소분류 선택 @ 미음단지,direct-text-overlap,{sourceField}의 '{keyword}' 제품 표현이 1개 기업에서 확인되어 {functionName} 근거로 사용했습니다
신체,신체 관련 장비 검증,임상의료장비,임상측정/진단장비,0.675,1,1,2,2,btp_support_history.support_item,기업 #1786#1786 | btp_support_history.support_item | 보행 시 발 아치 능동적 교정 및 신체 압력 중심 이동 궤적 개선을 통한 고령자 맞춤형 발바닥 근육 강화 인솔 개발,이동형 신체 움직임 측정 장비#214 | 임상의료장비 > 임상측정/진단장비 > 임상추적/인식측정/진단장비 @ 엄궁단지 || 주로형 지면반발력 측정용 시스템#282 | 임상의료장비 > 전문의학용특수장비 > 달리 분류되지 않는 전문의학용특수장비 @ 녹산단지,direct-text-overlap,기업 문구와 장비 정보 양쪽에 '{keyword}'가 직접 나타나고 장비 2건이 확인되어 {functionName}으로 연결했습니다
실증,실증 관련 장비 검증,기계가공/시험장비,달리 분류되지 않는 기계가공/시험장비,0.675,1,1,2,1,btp_support_history.support_item,기업 #1878#1878 | btp_support_history.support_item | 근로자 안전을 위한 시스템 서포트 붕괴 위험 진단 센싱 환경 설계 및 실증,청정환기 소재 및 부품 복합 시험설비#134 | 기계가공/시험장비 > 달리 분류되지 않는 기계가공/시험장비 > x @ 지사단지 || 하이드롤리시스 해중합 나일론 섬유 실증 테스트베드#467 | 화합물전처리/분석장비 > 반응/혼합/분쇄장비 > 반응장비 @ 지사단지,direct-text-overlap,지원품목 데이터 1건에서 '{keyword}'가 반복되고 달리 분류되지 않는 기계가공/시험장비 분류 장비 2건과 맞물려 {functionName}으로 보았습니다
자동제어,자동제어 관련 장비 검증,기계가공/시험장비,달리 분류되지 않는 기계가공/시험장비,0.675,1,1,2,1,btp_support_history.support_item,기업 #1178#1178 | btp_support_history.support_item | 수소가스 생산설비용 자동제어 버터플라이 밸브,해외규격인증 개인착용형 호흡기 보호구(PPE) 시험 시스템#255 | 기계가공/시험장비 > 달리 분류되지 않는 기계가공/시험장비 > x @ 지사단지 || 자동차용 실내 에어필터의 미세먼지 여과 성능평가 시스템#332 | 기계가공/시험장비 > 재료물성시험장비 > 특성평가시스템 @ 지사단지,direct-text-overlap,{sourceField}에 적힌 '{keyword}'가 1개 기업 이력에서 확인되어 {functionName} 연결 근거가 됩니다
적용된,적용된 관련 장비 검증,기계가공/시험장비,재료물성시험장비,0.675,1,1,2,1,btp_support_history.support_item,기업 #2080#2080 | btp_support_history.support_item | 3축 동요 안정기가 적용된 해상 충돌 방지 시스템용 주야간 감시 카메라 시제품 및 특허 지원,고저온만능시험기#150 | 기계가공/시험장비 > 재료물성시험장비 > 진동내구시험장비 @ 지사단지 || 전기자동차 전자파 디버깅 시스템#288 | 전기/전자장비 > 자기력발생/측정/응용장비 > 자기력측정장비,direct-text-overlap,지원 이력의 '{keyword}' 항목이 1개 BTP 거점 장비와 연결되어 {functionName} 수요로 해석했습니다
중심,중심 관련 장비 검증,임상의료장비,임상측정/진단장비,0.675,1,1,2,1,btp_support_history.support_item,기업 #1786#1786 | btp_support_history.support_item | 보행 시 발 아치 능동적 교정 및 신체 압력 중심 이동 궤적 개선을 통한 고령자 맞춤형 발바닥 근육 강화 인솔 개발,근기능 증진 분석 시스템#154 | 임상의료장비 > 임상측정/진단장비 > 달리 분류되지 않는 임상측정/진단장비 @ 다대단지 || 브레이크 피로시험 측정장비#412 | 기계가공/시험장비 > 재료물성시험장비 > 작동내구시험기 @ 다대단지,direct-text-overlap,기업 문구와 장비 정보 양쪽에 '{keyword}'가 직접 나타나고 장비 2건이 확인되어 {functionName}으로 연결했습니다
충돌방지,충돌방지 관련 장비 검증,기계가공/시험장비,자동화/이송 장비,0.675,1,1,2,1,btp_support_history.support_item,기업 #2080#2080 | btp_support_history.support_item | 선박해상 충돌방지 시스템,산업용 드론 플랫폼 회전익 중형#69 | 기계가공/시험장비 > 자동화/이송 장비 > 비행장비 @ 지사단지 || 산업용 드론 플랫폼 회전익 중형#166 | 기계가공/시험장비 > 자동화/이송 장비 > 비행장비 @ 지사단지,direct-text-overlap,지원품목 데이터 1건에서 '{keyword}'가 반복되고 자동화/이송 장비 분류 장비 2건과 맞물려 {functionName}으로 보았습니다
해상,해상 관련 장비 검증,기계가공/시험장비,자동화/이송 장비,0.675,1,1,2,1,btp_support_history.support_item,기업 #2080#2080 | btp_support_history.support_item | 3축 동요 안정기가 적용된 해상 충돌 방지 시스템용 주야간 감시 카메라 시제품 및 특허 지원,산업용 드론 플랫폼 회전익 소형#37 | 기계가공/시험장비 > 자동화/이송 장비 > 비행장비 @ 지사단지 || 산업용 드론 플랫폼 회전익 소형#210 | 기계가공/시험장비 > 자동화/이송 장비 > 비행장비 @ 지사단지,direct-text-overlap,{sourceField}에 적힌 '{keyword}'가 1개 기업 이력에서 확인되어 {functionName} 연결 근거가 됩니다
52,52 관련 장비 검증,물리적측정장비,길이/위치/자세측정장비,0.670,1,1,1,1,btp_support_history.support_item,기업 #1730#1730 | btp_support_history.support_item | 영하 52℃ ARC7 ICE등급 및 IMO Polar Code를 만족하는 Mushroom Ventilator 사업화 지원,야외 활동 시험용 3차원 무선 모션캡쳐 시스템#110 | 물리적측정장비 > 길이/위치/자세측정장비 > 달리 분류되지 않는 길이/위치/자세측정장비 @ 녹산단지,direct-text-overlap,지원 이력의 '{keyword}' 항목이 1개 BTP 거점 장비와 연결되어 {functionName} 수요로 해석했습니다
APP,APP 관련 장비 검증,임상의료장비,임상측정/진단장비,0.670,1,1,1,1,btp_support_history.support_item,기업 #1786#1786 | btp_support_history.support_item | Dynamic Balance 데이터 및 할룩스 매직 인솔을 활용한 운동 APP 시제품 개발,인지 정보분석 시스템#194 | 임상의료장비 > 임상측정/진단장비 > 달리 분류되지 않는 임상측정/진단장비 @ 다대단지,direct-text-overlap,기업 문구와 장비 정보 양쪽에 '{keyword}'가 직접 나타나고 장비 1건이 확인되어 {functionName}으로 연결했습니다
LIQUID,LIQUID 관련 장비 검증,전기/전자장비,측정시험장비,0.670,1,1,1,1,btp_support_history.main_product,기업 #117#117 | btp_support_history.main_product | 고액분리기(SOLID LIQUID SEPARATOR),RF 파워증폭기#306 | 전기/전자장비 > 측정시험장비 > 전자파측정시험장비 @ 지사단지,direct-text-overlap,주요제품 데이터에서 '{keyword}'가 확인되고 관련 장비 1건이 있어 {functionName}과 매칭했습니다
고정장치,고정장치 관련 장비 검증,기계가공/시험장비,달리 분류되지 않는 기계가공/시험장비,0.670,1,1,1,1,btp_support_history.main_product,"기업 #2379#2379 | btp_support_history.main_product | 선박 파공방수패드, 원격 탈부착 사다리, 사다리 고정장치, 잔존유 배출장치, 화재 예방 제",청정환기 소재 및 부품 복합 시험설비#134 | 기계가공/시험장비 > 달리 분류되지 않는 기계가공/시험장비 > x @ 지사단지,direct-text-overlap,기업 제품군의 '{keyword}' 특성이 기계가공/시험장비 분류와 맞아 {functionName} 후보로 잡았습니다
교정,교정 관련 장비 검증,물리적측정장비,길이/위치/자세측정장비,0.670,1,1,1,1,btp_support_history.support_item,기업 #1786#1786 | btp_support_history.support_item | 보행 시 발 아치 능동적 교정 및 신체 압력 중심 이동 궤적 개선을 통한 고령자 맞춤형 발바닥 근육 강화 인솔 개발,무인비행장치 변위측정용 레이저 트래커#168 | 물리적측정장비 > 길이/위치/자세측정장비 > 길이측정장비 @ 지사단지,direct-text-overlap,지원 이력의 '{keyword}' 항목이 1개 BTP 거점 장비와 연결되어 {functionName} 수요로 해석했습니다
국부,국부 관련 장비 검증,기계가공/시험장비,재료물성시험장비,0.670,1,1,1,1,btp_support_history.support_item,기업 #1730#1730 | btp_support_history.support_item | 온실용 냉난방용 국부 공조제어시스템 R&D지원,온도챔버 일체형 피로인장시험기#299 | 기계가공/시험장비 > 재료물성시험장비 > 만능피로시험기 @ 미음단지,direct-text-overlap,기업 문구와 장비 정보 양쪽에 '{keyword}'가 직접 나타나고 장비 1건이 확인되어 {functionName}으로 연결했습니다
근육,근육 관련 장비 검증,데이터처리장비,장비소프트웨어,0.670,1,1,1,1,btp_support_history.support_item,기업 #1786#1786 | btp_support_history.support_item | 보행 시 발 아치 능동적 교정 및 신체 압력 중심 이동 궤적 개선을 통한 고령자 맞춤형 발바닥 근육 강화 인솔 개발,인체 근골격 시뮬레이션 측정시스템#438 | 데이터처리장비 > 장비소프트웨어 > 데이터처리장비기반소프트웨어 @ 녹산단지,direct-text-overlap,지원품목 데이터 1건에서 '{keyword}'가 반복되고 장비소프트웨어 분류 장비 1건과 맞물려 {functionName}으로 보았습니다
금형,금형 관련 장비 검증,물리적측정장비,길이/위치/자세측정장비,0.670,1,1,1,1,btp_support_history.support_item,기업 #616#616 | btp_support_history.support_item | 스테인리스강 이형형상 소재 제조를 위한 최적화 냉간가공 인발 금형 설계 및 시제품 제작,고정식 3차원측정기#152 | 물리적측정장비 > 길이/위치/자세측정장비 > 위치/자세측정장비 @ 지사단지,direct-text-overlap,{sourceField}에 적힌 '{keyword}'가 1개 기업 이력에서 확인되어 {functionName} 연결 근거가 됩니다
마그네틱,마그네틱 관련 장비 검증,기계가공/시험장비,성형/가공 장비,0.670,1,1,1,1,btp_support_history.main_product,기업 #1730#1730 | btp_support_history.main_product | 마그네틱 커플링,자동화 블라스팅장비(워터형)#90 | 기계가공/시험장비 > 성형/가공 장비 > 달리 분류되지 않는 성형/가공장비 @ 영도단지,direct-text-overlap,{sourceField}의 '{keyword}' 제품 표현이 1개 기업에서 확인되어 {functionName} 근거로 사용했습니다
발바닥,발바닥 관련 장비 검증,물리적측정장비,힘/토오크/압력/진공측정장비,0.670,1,1,1,1,btp_support_history.support_item,기업 #1786#1786 | btp_support_history.support_item | 보행 시 발 아치 능동적 교정 및 신체 압력 중심 이동 궤적 개선을 통한 고령자 맞춤형 발바닥 근육 강화 인솔 개발,압력분포 트레드밀#436 | 물리적측정장비 > 힘/토오크/압력/진공측정장비 > 달리 분류되지 않는 힘/토오크/압력/진공 측정장비 @ 녹산단지,direct-text-overlap,기업 문구와 장비 정보 양쪽에 '{keyword}'가 직접 나타나고 장비 1건이 확인되어 {functionName}으로 연결했습니다
안전을,안전을 관련 장비 검증,기계가공/시험장비,재료물성시험장비,0.670,1,1,1,1,btp_support_history.support_item,기업 #1878#1878 | btp_support_history.support_item | 근로자 안전을 위한 시스템 서포트 붕괴 위험 진단 센싱 환경 설계 및 실증,고저온만능시험기#150 | 기계가공/시험장비 > 재료물성시험장비 > 진동내구시험장비 @ 지사단지,direct-text-overlap,지원품목 데이터 1건에서 '{keyword}'가 반복되고 재료물성시험장비 분류 장비 1건과 맞물려 {functionName}으로 보았습니다
에너지,에너지 관련 장비 검증,광학/전자영상장비,현미경,0.670,1,1,1,1,btp_support_history.support_item,기업 #1786#1786 | btp_support_history.support_item | 압전 에너지 하베스팅을 적용한 에코 할룩스 매직 기능성 인솔 시제품 제작,고분해능 전계방출형 주사전자현미경 부대장비#358 | 광학/전자영상장비 > 현미경 > 주사전자현미경 @ 미음단지,direct-text-overlap,{sourceField}에 적힌 '{keyword}'가 1개 기업 이력에서 확인되어 {functionName} 연결 근거가 됩니다
영하,영하 관련 장비 검증,물리적측정장비,길이/위치/자세측정장비,0.670,1,1,1,1,btp_support_history.support_item,기업 #1730#1730 | btp_support_history.support_item | 영하 52℃ ARC7 ICE등급 및 IMO Polar Code를 만족하는 Mushroom Ventilator 사업화 지원,무인비행장치 변위측정용 레이저 트래커#168 | 물리적측정장비 > 길이/위치/자세측정장비 > 길이측정장비 @ 지사단지,direct-text-overlap,지원 이력의 '{keyword}' 항목이 1개 BTP 거점 장비와 연결되어 {functionName} 수요로 해석했습니다
운동,운동 관련 장비 검증,임상의료장비,임상측정/진단장비,0.670,1,1,1,1,btp_support_history.support_item,기업 #1786#1786 | btp_support_history.support_item | Dynamic Balance 데이터 및 할룩스 매직 인솔을 활용한 운동 APP 시제품 개발,근기능 증진 분석 시스템#154 | 임상의료장비 > 임상측정/진단장비 > 달리 분류되지 않는 임상측정/진단장비 @ 다대단지,direct-text-overlap,기업 문구와 장비 정보 양쪽에 '{keyword}'가 직접 나타나고 장비 1건이 확인되어 {functionName}으로 연결했습니다
유지보수,유지보수 관련 장비 검증,환경조성/생산/사육시설장비,환경조성형시설장비,0.670,1,1,1,1,company.main_product,기업 #1049#1049 | company.main_product | 관제장비 및 주변장치/소프트웨어개발 및 유지보수,일상생활 실증평가실#11 | 환경조성/생산/사육시설장비 > 환경조성형시설장비 > 사용환경모사시설장비 @ 다대단지,direct-text-overlap,주요제품 데이터에서 '{keyword}'가 확인되고 관련 장비 1건이 있어 {functionName}과 매칭했습니다
적용되는,적용되는 관련 장비 검증,기계가공/시험장비,재료물성시험장비,0.670,1,1,1,1,btp_support_history.support_item,기업 #2080#2080 | btp_support_history.support_item | 선박 HVAC에 적용되는 UV-C 살균장치,자외선 경화기#441 | 기계가공/시험장비 > 재료물성시험장비 > 자외선시험기 @ 지사단지,direct-text-overlap,{sourceField}에 적힌 '{keyword}'가 1개 기업 이력에서 확인되어 {functionName} 연결 근거가 됩니다
전문가,전문가 관련 장비 검증,임상의료장비,임상측정/진단장비,0.670,1,1,1,1,btp_support_history.support_item,기업 #2379#2379 | btp_support_history.support_item | 식생 걸림 최소화 구조의 고출력 무인선박 개발을 위한 최적화 구조 및 적층 방안 전문가 자문,인지 정보분석 시스템#194 | 임상의료장비 > 임상측정/진단장비 > 달리 분류되지 않는 임상측정/진단장비 @ 다대단지,direct-text-overlap,지원 이력의 '{keyword}' 항목이 1개 BTP 거점 장비와 연결되어 {functionName} 수요로 해석했습니다
품질,품질 관련 장비 검증,전기/전자장비,측정시험장비,0.670,1,1,1,1,btp_support_history.support_item,기업 #2379#2379 | btp_support_history.support_item | WPP(파공방수패드) 품질 개선,센서복합테스트장비(부대장비)#352 | 전기/전자장비 > 측정시험장비 > 다기능임피던스측정시험장비 @ 수안단지,direct-text-overlap,기업 문구와 장비 정보 양쪽에 '{keyword}'가 직접 나타나고 장비 1건이 확인되어 {functionName}으로 연결했습니다
